6	6	67	85	14	54
92	52	21	95	2	2
99	44	24	2	35	90
20	15	69	96	48	14
39	37	78	41	92	26
9	16	33	12	16	16
76	34	72	56	47	69
56	69	61	39	60	60
15	74	51	75	32	72
45	100	90	40	43	3
33	46	2	17	21	48
27	27	87	72	27	26
65	19	88	95	31	87
66	19	94	61	41	47
73	15	34	87	98	31
24	34	33	33	33	80
39	79	56	45	45	46
13	47	13	13	19	66
10	74	8	8	83	8
63	14	91	25	67	71
76	24	24	8	49	24
79	8	72	72	100	9
29	87	63	19	92	51
46	90	36	20	18	80
89	23	52	40	90	43
71	87	53	100	71	26
39	49	98	98	67	27
69	14	73	14	14	15
1	45	17	48	28	1
36	97	36	42	41	36
45	31	33	7	12	81
98	19	77	1	16	45
18	58	18	18	13	79
55	38	23	86	59	100
65	20	20	25	9	20
49	49	97	39	77	49
95	74	1	61	85	37
52	74	19	19	7	19
88	3	19	3	31	3
4	90	29	64	4	4
19	67	41	66	8	11
62	90	12	30	60	7
82	94	4	64	49	95
52	84	80	74	65	57
9	13	6	51	48	69
52	65	100	49	33	13
10	41	53	39	10	10
21	46	91	74	96	13
83	67	37	97	26	13
41	74	48	53	69	92
48	26	22	26	61	26
62	89	25	25	25	95
47	64	65	76	73	94
77	22	94	4	77	88
32	36	64	50	36	36
95	15	17	83	68	36
56	54	78	68	44	10
51	48	4	48	29	48
46	46	46	62	32	50
73	20	79	60	86	89
35	77	55	85	98	31
46	22	72	47	14	9
34	11	73	86	33	15
26	30	54	69	60	84
49	69	3	14	71	80
53	27	11	27	20	27
36	74	67	73	87	91
75	50	29	82	35	94
38	18	38	38	63	55
77	16	78	22	87	13
96	15	80	41	28	68
25	93	25	96	38	23
31	19	34	88	68	45
43	36	7	81	68	19
50	11	48	11	1	11
20	58	78	17	21	33
45	95	17	93	45	45
35	43	10	27	42	83
65	77	49	52	41	70
17	70	18	43	8	80
72	52	90	52	79	90
80	75	70	53	24	33
86	28	44	44	44	77
17	88	56	5	23	10
25	8	36	91	97	18
43	60	4	19	64	54
12	53	88	72	64	36
35	38	35	40	35	12
10	18	19	75	93	100
80	41	41	41	71	37
61	49	5	48	69	10
9	41	27	27	22	27
96	92	56	55	85	46
28	54	28	95	75	59
34	26	18	99	26	26
67	40	65	3	8	89
97	85	92	27	98	67
16	38	7	48	18	79
21	16	85	5	15	46
13	19	27	16	21	81
51	6	42	88	40	73
43	83	38	38	38	8
38	33	91	49	58	48
41	46	55	46	46	57
94	7	73	7	6	53
78	82	49	77	57	18
83	25	25	83	86	5
16	83	3	35	77	55
28	62	32	58	95	27
5	82	29	29	29	32
83	42	86	50	7	81
23	34	23	43	23	48
79	11	20	54	11	11
3	69	39	55	19	93
47	77	46	34	42	49
75	22	6	55	10	11
38	89	21	22	91	34
31	63	74	37	25	54
32	34	15	15	47	15
16	63	11	21	7	49
91	97	37	48	63	8
39	18	8	70	98	99
41	84	93	6	94	19
97	50	5	8	100	97
40	85	87	99	86	34
38	13	38	38	96	23
71	86	83	42	99	15
53	72	98	2	89	5
20	31	38	31	31	47
61	74	84	82	74	38
92	4	14	89	22	97
88	81	30	17	86	42
22	22	10	22	81	45
82	54	70	14	2	75
55	41	96	14	100	41
18	51	19	74	42	59
14	38	91	14	14	40
5	5	2	5	25	56
70	19	25	25	33	25
95	60	51	48	50	76
45	84	30	51	24	10
99	34	34	73	83	34
23	74	72	37	70	46
2	33	91	65	15	86
49	3	1	48	48	69
80	1	23	23	79	23
15	72	41	49	42	71
24	92	63	38	38	38
96	11	25	7	3	21
49	4	51	46	58	47
36	74	25	25	14	25
19	42	73	90	96	16
41	67	10	76	77	53
41	41	12	93	75	41
53	13	19	4	42	51
75	27	100	49	26	97
79	45	43	75	14	49
67	7	7	66	14	7
8	66	98	87	46	39
79	25	81	41	93	100
18	70	7	35	26	5
51	31	27	41	77	5
22	64	25	88	85	72
41	41	85	14	76	41
38	90	33	33	33	18
25	37	91	24	72	40
23	68	51	53	42	59
17	75	10	59	65	53
27	73	74	79	95	34
32	76	35	46	32	32
79	33	16	45	13	51
88	69	58	55	18	66
86	28	71	28	28	44
25	25	1	31	25	100
12	85	34	95	22	47
8	5	32	83	99	64
26	92	74	100	89	45
64	84	45	29	10	52
49	9	48	29	7	32
32	41	45	29	78	22
6	47	48	81	98	54
8	33	70	31	46	76
58	2	21	38	47	98
18	39	91	72	96	64
58	30	78	22	62	48
76	94	21	79	13	61
30	76	25	68	5	42
41	23	41	60	41	19
10	2	2	2	56	49
28	16	41	58	24	10
41	1	72	39	100	20
17	98	70	25	93	94
100	4	54	88	26	81
86	62	19	19	19	57
49	49	38	94	42	49
41	54	81	55	86	69
20	32	28	19	14	80
42	65	1	20	78	6
89	40	88	86	11	53
17	17	17	7	1	86
35	2	60	10	52	31
37	61	50	96	34	70
17	19	51	86	51	21
17	78	31	35	17	17
28	73	76	28	74	28
81	2	45	19	62	88
94	14	7	14	90	14
50	38	71	66	18	42
20	84	92	89	35	87
94	33	13	2	21	96
33	50	85	31	82	28
67	100	1	77	66	1
9	16	31	76	38	86
7	7	72	7	33	90
36	74	29	9	96	41
38	40	51	99	100	77
39	68	61	39	39	46
95	36	25	65	80	80
46	50	50	54	50	2
87	44	72	31	29	22
22	24	59	35	38	87
31	23	52	56	47	87
5	28	86	87	88	64
40	40	100	43	53	40
73	57	88	89	16	71
77	94	97	54	86	98
7	46	10	51	7	57
19	35	19	19	87	96
39	52	39	91	39	97
52	3	80	66	48	47
18	100	18	43	18	31
10	18	88	18	18	11
2	51	85	59	14	27
26	23	23	74	23	42
11	12	51	54	99	76
92	1	10	43	78	97
86	20	56	54	20	20
66	56	49	59	32	61
48	48	48	38	63	41
53	9	9	84	9	57
19	13	54	15	52	30
80	57	30	11	12	14
75	20	14	71	47	12
56	38	91	62	66	53
56	65	66	30	21	55
55	40	16	32	99	35
47	44	16	3	68	20
57	2	6	32	17	85
2	2	39	38	70	2
49	28	12	61	49	43
49	71	3	20	3	3
10	19	25	83	44	92
51	89	30	30	30	2
20	29	15	50	13	68
59	85	29	57	10	42
72	49	67	10	92	39
50	94	82	17	10	100
52	53	57	27	68	12
5	71	32	78	76	31
15	25	25	42	25	70
21	11	38	21	65	96
61	92	69	39	89	47
48	73	48	42	41	48
38	29	58	97	15	50
65	33	23	23	35	23
4	18	72	52	62	14
71	48	16	63	14	23
76	4	1	45	56	53
1	45	29	61	70	50
64	71	18	24	65	93
21	32	24	84	97	69
49	18	68	49	49	86
4	23	23	23	63	17
13	23	96	13	82	13
13	80	92	50	3	65
20	95	97	95	78	88
60	99	16	45	49	48
33	29	44	30	50	52
1	7	48	4	4	4
35	29	10	10	10	67
67	44	88	51	56	89
20	59	9	37	6	52
43	45	57	88	45	45
63	43	7	7	66	3
9	37	90	91	34	89
30	74	85	30	48	30
28	3	28	28	74	22
50	21	5	97	19	91
49	16	59	33	70	62
10	30	30	84	86	30
44	44	28	18	44	67
16	17	13	13	13	64
52	83	15	37	17	11
22	28	72	98	69	69
50	7	15	100	39	74
87	40	80	69	34	60
30	88	14	60	66	45
39	81	57	4	62	41
27	90	11	37	27	36
7	48	48	27	48	73
61	45	68	78	28	90
28	85	45	28	28	54
67	43	52	94	11	8
34	34	72	65	34	23
23	62	58	10	38	82
94	66	37	12	33	74
3	75	2	31	70	51
54	98	12	50	46	88
70	1	80	1	1	8
3	49	55	97	68	12
53	21	82	72	21	96
79	71	69	66	39	42
21	12	21	92	21	58
59	31	16	31	31	41
40	82	91	71	54	72
76	39	89	32	32	32
74	57	94	39	83	94
100	25	40	95	87	89
30	33	76	68	23	71
3	51	6	14	9	78
59	9	9	21	47	9
83	73	68	33	33	32
68	44	44	53	44	65
43	11	3	93	56	64
25	21	87	21	66	21
3	11	72	82	3	3
22	33	33	48	33	84
20	3	4	42	9	37
42	31	34	67	11	66
100	39	25	59	68	100
89	62	67	33	31	2
75	55	55	13	93	48
41	14	14	40	27	14
90	100	64	36	52	26
99	15	11	11	11	25
24	94	85	4	1	91
50	91	50	70	50	34
90	33	51	98	38	53
65	80	94	75	79	26
37	47	13	24	43	56
99	1	100	9	71	73
43	74	34	50	7	5
91	82	41	83	96	74
77	59	33	75	77	30
86	16	40	74	43	69
39	79	8	11	37	33
7	45	58	50	56	23
34	55	34	50	33	47
34	76	61	96	86	42
22	81	88	35	75	95
18	3	44	47	44	51
25	27	95	15	15	15
46	32	64	65	56	61
98	2	2	2	92	66
13	54	64	45	68	61
22	35	35	74	6	35
41	9	37	57	10	82
32	100	62	13	63	14
3	3	39	81	3	88
46	46	46	26	28	31
74	63	23	51	88	73
36	35	91	36	36	24
76	100	24	78	90	98
95	68	84	87	11	38
71	22	70	100	31	88
76	7	50	82	46	39
20	78	81	5	30	80
56	27	91	37	27	3
15	25	33	81	20	89
38	76	32	32	19	32
26	79	72	15	30	2
4	67	51	19	64	22
90	26	54	11	9	65
57	82	100	99	94	66
68	66	59	52	65	51
7	26	81	60	53	75
38	38	58	59	38	83
43	51	8	7	8	8
2	21	38	38	1	38
72	14	71	54	13	18
20	20	82	20	42	22
14	73	43	74	43	43
50	98	5	3	91	63
45	94	40	54	18	1
3	3	33	3	35	5
17	54	9	95	36	79
89	47	28	90	70	3
84	43	20	63	15	96
31	65	80	61	82	11
9	35	67	11	35	35
30	16	34	20	85	6
41	27	71	27	95	27
58	78	14	98	32	56
35	80	66	60	52	15
5	35	12	74	93	50
3	97	3	37	6	3
25	33	88	80	97	56
70	18	62	36	97	53
37	79	14	9	79	12
58	37	37	37	70	93
63	95	11	37	96	90
49	49	26	49	21	99
68	32	50	94	46	11
74	19	56	82	69	21
5	28	29	29	62	99
4	4	61	23	32	4
56	68	60	23	79	42
44	31	56	65	44	13
75	83	14	96	59	97
48	36	14	86	33	52
37	70	99	81	83	9
80	87	37	45	84	61
36	47	7	59	100	42
47	5	50	62	95	82
100	84	74	23	29	72
13	15	20	74	28	97
94	91	26	66	45	3
18	27	18	18	91	64
10	72	8	94	85	31
62	2	48	5	21	7
13	13	88	69	13	44
1	29	45	24	52	51
29	72	51	92	12	37
11	36	40	99	63	32
73	77	57	2	78	1
2	25	84	41	60	30
1	96	91	92	25	26
44	44	18	35	44	40
45	69	85	20	17	1
5	20	57	51	85	94
66	26	55	57	90	90
98	30	30	30	91	90
1	11	26	36	33	83
49	49	100	49	94	88
54	61	95	18	52	49
7	73	33	17	15	83
38	38	38	58	7	17
26	44	54	33	83	96
7	100	70	38	5	1
66	61	33	42	33	73
68	15	18	26	14	8
87	37	42	4	50	31
5	79	46	78	77	18
85	43	96	62	72	13
48	90	65	76	95	82
65	44	44	44	68	10
62	86	7	86	39	77
96	15	24	26	61	55
92	28	34	2	26	43
8	40	40	14	52	40
36	34	34	85	81	34
86	35	11	35	39	35
24	33	55	42	33	33
21	43	26	92	82	81
19	47	19	13	57	19
97	67	79	74	22	48
8	30	30	89	30	3
57	49	49	63	49	93
47	93	90	18	92	58
19	23	23	16	23	15
100	55	10	17	12	68
85	27	48	32	31	55
46	82	89	46	97	29
79	82	53	45	25	31
10	15	18	91	99	36
13	11	43	43	43	86
74	29	58	37	83	36
17	74	47	46	86	77
86	80	93	40	87	34
4	94	14	1	79	61
35	73	20	18	73	2
51	15	27	100	92	47
59	85	93	36	100	83
51	88	91	49	61	49
3	7	26	25	99	47
51	94	84	76	2	99
48	79	48	48	15	91
84	26	23	37	34	70
29	46	39	44	29	29
48	43	1	83	15	74
34	70	61	54	38	7
8	89	42	8	8	51
28	79	91	35	15	53
27	7	33	10	12	85
66	29	18	63	46	100
61	30	76	11	35	85
45	71	80	34	16	25
29	29	52	29	9	27
33	76	6	33	87	33
19	30	64	21	74	24
74	7	87	73	59	90
59	27	7	14	48	2
61	68	98	85	43	29
13	76	68	91	89	29
44	38	7	65	96	27
86	71	12	6	95	62
14	38	34	38	38	64
30	73	12	30	58	30
92	86	1	42	88	77
77	68	79	57	41	28
44	76	41	46	3	48
63	35	48	91	7	49
29	16	81	92	26	47
81	65	43	16	18	69
20	77	10	18	42	26
15	5	31	15	57	15
3	1	3	3	76	63
88	75	78	63	3	49
35	45	12	35	24	67
5	87	45	48	32	57
3	47	72	88	54	97
80	40	10	46	46	46
10	94	26	64	34	100
31	1	31	61	77	31
46	45	46	48	46	61
64	49	94	10	59	72
45	9	53	22	86	57
38	60	50	50	7	50
93	83	30	10	10	10
98	66	38	47	38	38
14	96	78	95	15	78
23	22	6	89	3	92
39	22	13	22	22	90
79	17	29	41	31	46
8	33	75	12	67	49
11	11	78	31	11	45
61	14	65	15	28	50
89	39	92	55	76	38
63	52	51	2	54	81
3	92	3	84	3	6
87	57	10	10	73	20
39	12	72	68	17	10
2	2	58	10	25	61
9	61	100	17	51	19
28	28	19	11	58	28
81	37	89	30	10	69
26	41	26	71	49	26
72	26	90	29	59	90
93	82	76	11	67	36
30	68	21	13	13	13
31	18	34	25	31	12
42	86	96	15	65	22
12	26	82	24	4	19
1	80	1	1	91	74
19	29	8	8	8	35
49	100	65	2	2	2
23	22	47	77	88	47
4	53	15	54	43	26
36	36	36	70	42	39
81	70	1	4	51	60
5	36	44	5	5	92
75	78	5	5	79	5
9	9	5	90	62	9
20	23	97	88	2	49
82	1	32	21	21	78
42	99	34	72	95	52
34	35	84	43	4	51
98	40	42	40	37	40
75	49	30	93	34	58
98	6	42	2	89	28
63	54	20	20	31	90
41	90	89	96	55	12
19	19	22	59	19	34
57	98	41	80	72	41
78	62	48	16	4	36
46	59	58	43	79	72
39	54	40	40	91	29
85	55	97	17	17	17
33	11	34	48	18	28
35	90	57	89	81	54
86	73	45	45	87	45
65	39	79	100	3	82
50	36	36	93	75	36
26	58	21	25	30	48
81	29	51	3	88	68
36	36	67	36	82	16
11	24	80	44	22	89
34	21	16	80	62	69
97	56	57	92	98	89
9	66	38	38	29	38
79	6	97	11	98	10
89	16	89	38	58	29
36	37	36	57	36	10
86	17	22	22	22	70
80	3	38	12	96	81
57	27	31	26	43	45
8	47	44	38	52	55
7	36	65	44	50	19
61	43	12	30	86	30
9	20	2	82	93	100
63	43	10	58	17	85
99	25	10	6	66	99
19	22	46	22	22	87
81	50	95	23	69	98
58	32	41	94	40	89
73	70	17	53	26	8
5	3	3	7	92	3
95	27	93	25	60	84
8	66	87	49	81	83
83	17	34	96	89	42
74	3	27	10	59	79
83	33	46	89	92	91
53	75	20	33	19	29
94	85	59	9	9	9
53	85	30	84	5	37
33	30	33	54	33	15
47	47	47	95	68	33
2	75	3	61	99	46
93	45	20	31	70	10
40	40	96	27	40	2
50	96	95	92	2	43
12	46	86	45	81	3
19	87	42	92	46	33
67	71	21	59	38	56
73	4	94	9	49	20
1	21	86	21	15	21
19	71	21	4	6	28
16	32	91	32	32	83
79	88	70	93	40	65
48	9	18	7	74	86
11	18	3	97	70	68
87	13	33	42	61	17
32	74	9	68	72	34
61	54	21	22	3	48
31	74	85	99	87	43
40	71	91	58	71	93
67	28	43	55	72	98
23	11	17	47	58	68
76	22	6	55	1	30
40	97	59	88	2	90
11	86	78	62	64	32
20	25	54	25	25	91
60	47	68	37	100	85
46	15	45	9	54	9
78	44	63	54	52	67
6	67	71	9	18	17
61	97	15	40	3	47
48	96	51	73	40	73
72	49	37	22	47	39
12	86	33	8	9	98
18	42	29	64	84	28
60	54	1	88	1	81
61	70	59	37	53	87
68	33	33	13	91	33
23	16	54	89	47	3
25	58	84	57	32	12
37	70	38	93	59	16
40	47	12	95	12	12
9	39	67	11	20	33
30	30	73	57	19	30
2	67	30	31	99	51
5	58	5	62	83	5
50	93	39	50	74	50
9	89	73	48	5	49
70	94	29	99	22	69
29	77	94	64	53	91
98	22	74	32	5	80
79	47	47	13	47	76
7	74	7	7	52	2
58	39	26	99	18	23
24	71	78	18	72	13
45	96	19	16	98	71
87	30	45	38	21	14
39	45	82	80	7	10
25	27	86	27	32	27
68	2	4	38	64	5
30	17	39	23	58	22
84	85	52	81	10	3
80	58	36	49	83	45
93	41	21	21	14	21
33	83	35	22	55	50
72	54	64	28	50	57
26	26	65	80	55	26
98	98	52	100	42	6
24	78	16	16	78	73
67	84	82	75	57	63
35	37	52	32	54	68
36	83	29	36	2	36
28	3	28	36	28	10
21	32	45	21	86	21
39	39	25	19	39	37
19	76	19	41	19	11
49	76	1	12	95	6
92	17	84	62	90	23
39	91	33	57	42	98
82	47	67	81	63	74
42	85	49	74	24	54
8	46	74	22	17	26
5	66	45	29	10	71
26	98	63	26	26	72
78	55	82	76	71	90
1	57	3	20	9	79
92	1	37	39	37	37
39	29	53	72	21	11
16	26	5	7	16	16
47	55	59	59	100	51
17	44	48	37	89	62
6	62	99	77	57	42
38	76	67	78	60	84
47	20	33	26	28	18
16	87	70	16	41	26
74	40	4	58	7	19
72	25	66	22	1	38
68	42	95	6	84	43
31	95	95	34	99	22
88	7	72	84	7	7
26	30	54	55	37	100
2	51	14	91	25	71
66	63	67	50	90	81
89	30	56	14	38	95
33	75	50	92	29	95
95	17	88	85	47	97
3	64	66	92	54	9
23	66	81	89	24	73
25	59	19	94	70	31
11	34	30	30	30	74
43	78	85	5	48	56
53	18	13	25	83	31
60	4	10	5	18	93
55	84	93	52	58	24
4	72	84	96	42	78
48	71	48	40	48	19
23	96	23	23	44	100
70	63	43	18	87	90
70	37	42	98	61	44
97	64	73	66	25	52
4	41	52	23	12	70
1	1	89	63	99	1
63	18	19	19	81	19
9	59	49	3	76	34
2	49	5	81	34	82
99	68	19	56	12	80
28	75	22	42	19	51
64	5	14	14	88	14
71	59	67	36	55	1
51	89	100	42	27	32
56	40	15	37	4	86
49	49	49	74	90	19
96	77	93	99	65	25
99	67	16	52	52	25
88	17	17	31	17	16
27	90	27	27	45	8
56	34	38	34	24	68
26	89	35	67	32	99
26	14	91	50	33	83
43	8	54	53	56	94
34	88	63	58	75	79
66	33	33	75	33	71
65	62	99	67	9	23
89	32	71	59	18	64
20	88	4	35	20	20
42	28	70	64	30	95
73	32	63	76	32	32
16	59	21	16	66	98
9	98	12	11	7	76
75	18	65	29	3	19
32	24	17	51	32	71
82	18	34	37	60	29
46	46	32	46	12	15
41	13	41	69	41	26
96	78	80	88	99	76
17	6	83	17	18	17
42	42	42	27	19	5
62	68	91	98	50	44
35	39	85	2	35	35
99	1	1	27	64	1
15	15	49	35	15	21
21	6	11	18	11	11
94	25	3	81	26	64
36	36	36	11	85	33
23	37	23	3	33	23
13	60	100	46	16	3
92	79	89	5	10	37
42	92	42	84	42	31
100	62	68	3	77	79
55	22	22	17	22	23
18	18	58	18	37	5
66	17	15	63	1	22
11	56	69	68	86	82
77	23	15	20	26	29
12	79	57	76	88	4
55	9	10	24	67	98
24	16	78	24	3	24
23	35	81	85	26	52
26	25	67	2	46	49
2	73	71	3	76	38
97	30	14	32	8	2
70	27	75	91	33	8
5	11	10	58	46	48
81	69	84	53	16	43
23	80	25	23	52	39
10	48	66	25	45	74
25	83	12	32	96	33
33	62	21	33	33	31
10	10	100	7	29	10
26	8	37	26	26	82
69	27	68	1	1	1
19	27	27	27	92	48
36	56	39	84	96	83
100	13	50	22	24	30
68	75	4	32	43	36
79	100	67	62	62	78
19	39	23	50	57	49
42	42	42	64	34	13
13	49	86	81	44	58
41	9	76	9	9	16
5	72	77	27	21	48
35	97	49	86	94	15
34	21	19	16	21	21
42	18	94	33	32	44
67	13	39	67	24	83
20	10	14	62	3	38
91	22	71	34	51	79
66	17	17	22	17	71
65	66	26	15	62	47
61	93	18	71	18	10
33	10	94	8	76	95
96	2	60	17	21	72
23	90	23	67	23	6
55	39	15	59	13	92
16	13	58	43	68	72
36	20	19	97	20	20
90	19	26	75	96	51
36	34	32	36	17	36
47	14	26	47	47	70
23	81	43	39	4	79
18	38	84	58	11	59
27	27	93	69	66	27
31	42	9	78	67	74
29	24	38	11	38	90
32	57	32	82	32	68
81	14	99	16	16	56
24	18	78	7	93	12
1	35	37	26	24	54
20	59	75	72	22	98
80	30	42	4	60	15
25	27	30	89	46	28
83	23	29	29	29	68
50	96	33	61	23	37
5	60	50	67	77	69
34	1	76	36	2	19
33	7	19	61	6	23
94	24	57	57	90	12
26	85	63	31	69	46
57	72	53	16	70	85
37	45	88	88	42	64
72	74	22	24	4	59
11	100	89	48	86	47
10	68	74	11	90	30
8	68	48	13	65	6
14	97	55	70	80	33
8	8	49	11	8	45
72	66	32	26	57	37
28	28	28	67	52	14
8	41	48	48	34	41
100	96	49	45	43	72
48	45	19	37	19	19
88	100	5	47	25	40
54	68	26	83	15	89
14	11	11	25	11	20
45	77	83	92	84	67
87	49	29	36	49	49
30	89	80	79	64	29
83	63	3	20	72	95
81	15	15	7	15	79
79	83	91	31	1	10
1	86	30	91	18	74
16	82	81	36	50	47
90	55	63	16	43	78
52	89	2	27	21	22
53	17	42	46	56	30
69	36	33	36	72	36
74	75	80	45	9	61
18	100	39	24	71	62
20	58	99	41	74	87
9	49	9	84	46	9
32	44	35	44	20	44
66	16	76	64	76	1
64	50	2	81	52	43
4	61	94	9	33	29
57	22	54	38	85	11
43	65	28	92	91	15
25	19	98	81	73	80
20	45	5	20	20	73
69	66	55	59	88	99
63	10	92	47	33	87
87	47	97	32	54	26
6	28	15	7	40	64
63	11	100	96	86	40
12	37	49	40	37	37
28	28	28	26	48	65
16	43	87	43	43	51
4	33	2	14	95	69
76	27	3	98	81	88
31	88	43	49	93	64
92	71	75	93	71	92
35	35	60	6	35	51
66	69	34	46	37	3
45	100	26	49	26	87
56	88	59	39	1	90
64	87	69	57	7	98
57	84	76	61	10	7
67	6	49	66	83	77
36	28	27	86	88	44
35	92	70	34	98	13
15	69	45	47	55	73
51	7	7	7	75	15
97	36	36	45	12	36
16	53	59	64	46	89
20	66	99	38	79	28
11	48	36	48	12	48
60	10	42	48	82	37
24	47	10	82	70	46
13	76	99	20	20	35
90	97	64	5	44	81
74	91	41	9	70	67
77	40	14	56	1	54
49	49	49	43	73	41
27	41	41	41	66	79
86	17	22	39	74	26
46	35	80	46	46	25
100	8	71	44	61	58
49	75	64	87	58	70
26	63	84	73	95	67
44	1	49	81	75	53
40	43	43	3	5	43
35	37	97	78	87	95
90	7	71	7	72	7
1	53	3	76	1	1
96	58	23	35	2	60
29	43	45	67	32	28
30	96	30	8	97	76
71	35	85	19	69	95
46	14	18	15	51	81
9	35	33	35	35	48
25	95	40	71	91	51
2	30	27	71	97	91
64	8	71	100	21	25
20	93	98	85	28	85
72	77	94	94	55	98
8	40	70	81	40	40
70	68	12	76	9	17
53	22	22	22	99	33
22	22	22	55	31	23
26	2	51	34	37	87
9	19	3	3	13	3
1	79	20	75	52	52
12	34	29	37	75	71
66	91	2	14	1	47
24	24	74	10	24	46
39	9	70	37	28	36
36	22	90	92	12	50
66	10	11	60	28	3
98	82	94	69	57	18
81	36	52	27	98	82
53	95	7	29	73	73
17	98	17	24	17	73
10	83	16	87	63	62
12	9	79	84	12	12
22	35	12	97	44	59
21	45	1	74	27	16
79	42	15	76	66	63
15	36	12	15	47	15
26	73	53	26	61	26
75	64	60	40	76	49
14	38	68	62	82	90
7	7	63	77	7	99
1	69	15	73	46	98
2	18	97	39	99	77
17	79	72	54	86	96
42	20	40	70	10	52
69	6	9	39	46	28
66	24	32	40	50	7
49	9	91	33	33	33
53	1	45	62	1	1
59	29	88	37	40	73
25	72	32	84	25	25
59	23	29	14	31	67
14	98	42	74	99	79
28	81	90	33	21	15
24	11	70	96	45	47
38	3	3	3	55	10
15	84	75	25	56	47
74	50	66	64	50	50
41	59	100	53	32	67
18	67	58	18	91	18
27	91	22	71	66	49
13	90	74	91	70	2
45	20	82	47	19	54
59	37	33	47	21	11
4	16	19	1	19	19
72	80	33	68	52	41
64	68	51	77	43	62
21	5	48	5	33	5
6	25	72	6	6	23
41	24	17	28	24	24
44	44	35	44	98	29
80	88	57	74	91	94
88	12	63	12	12	1
84	82	80	39	84	78
14	59	4	72	80	47
89	100	65	83	16	3
66	93	39	39	39	65
27	27	9	81	30	27
18	82	41	82	82	69
71	1	1	87	1	65
46	56	49	32	32	32
51	80	28	44	77	8
6	86	43	45	21	11
17	15	17	79	83	17
99	96	39	24	56	20
19	49	31	3	62	35
80	41	79	49	79	90
64	6	29	53	95	75
70	77	35	31	12	60
21	62	98	21	75	21
91	9	12	17	56	67
43	18	43	43	96	8
17	19	51	19	3	19
83	24	24	22	80	24
26	26	6	31	26	2
68	36	92	20	29	8
67	60	41	20	27	100
46	60	46	10	29	46
2	17	66	65	59	41
12	27	27	13	58	27
12	2	48	8	20	72
99	95	13	36	13	13
21	46	35	95	75	51
